iter	Logloss
347	0.07911942751
348	0.07870931116
349	0.07826708291
350	0.07784298176
351	0.07734194603
352	0.07679383081
353	0.07628527488
354	0.0756745666
355	0.0751882291
356	0.07473062559
357	0.07413730185
358	0.07362796696
359	0.07320042967
360	0.07269311861
361	0.07234261782
362	0.07189979262
363	0.07132250662
364	0.0709509158
365	0.07063812518
366	0.070252717
367	0.06978509626
368	0.06934751263
369	0.06895858823
370	0.06858610197
371	0.06811890347
372	0.06777346225
373	0.0673560077
374	0.06704227797
375	0.06666360375
376	0.06626685339
377	0.06591467093
378	0.06559657323
379	0.06501372534
380	0.06469921665
381	0.06432569664
382	0.06399836067
383	0.06370660913
384	0.06324521276
385	0.06280950008
386	0.06239350879
387	0.06206588163
388	0.06177041731
389	0.06136055575
390	0.06102935048
391	0.06077025683
392	0.06043348968
393	0.06017400654
394	0.05980253948
395	0.05946628192
396	0.05912576559
397	0.0588423132
398	0.05848277434
399	0.05808999156
400	0.05774599541
401	0.05744805955
402	0.057089842
403	0.05680073673
404	0.05650966222
405	0.05615048008
406	0.05580149716
407	0.05551703286
408	0.0552411589
409	0.05494055129
410	0.05464189107
411	0.05434904754
412	0.05404837077
413	0.05374211027
414	0.05344726839
415	0.05311477457
416	0.05288683185
417	0.05256212031
418	0.05233419578
419	0.05202512523
420	0.05177834562
421	0.0514823899
422	0.05119142824
423	0.05087566376
424	0.0506667654
425	0.05036090167
426	0.05009918358
427	0.04986172596
428	0.04955542543
429	0.04924610007
430	0.04899465401
431	0.04879937645
432	0.04860628288
433	0.04837475114
434	0.04812695598
435	0.04790799308
436	0.04767623202
437	0.0474356331
438	0.04723185983
439	0.0469964952
440	0.04673510107
441	0.04655328416
442	0.04638660227
443	0.04616526247
444	0.04592412847
445	0.04568957554
446	0.04545250376
447	0.04519602725
448	0.04496968248
449	0.04474878311
450	0.04453008229
451	0.04427870539
452	0.04403689435
453	0.04376420902
454	0.04351125237
455	0.04328302937
456	0.04314681774
457	0.04292415299
458	0.04276168255
459	0.04256162207
460	0.04240525588
461	0.04223478477
462	0.04203071303
463	0.04183377928
464	0.04165284688
465	0.04145425695
466	0.04119244787
467	0.04097937446
468	0.04077255453
469	0.04060553048
470	0.04040477112
471	0.04020785557
472	0.03999078911
473	0.03980471342
474	0.03958009036
475	0.03936676215
476	0.03916739325
477	0.0389787805
478	0.03878013596
479	0.03860247954
480	0.03844946213
481	0.03828698806
482	0.03810959736
483	0.03796377619
484	0.03778760488
485	0.03766250974
486	0.03751952048
487	0.03730536235
488	0.03715583932
489	0.03698789436
490	0.03682585709
491	0.03664998426
492	0.03647436622
493	0.03633092196
494	0.03613392269
495	0.03597151778
496	0.03582850303
497	0.03566797999
498	0.03553789445
499	0.03541839396
500	0.03522503103
501	0.03503697519
502	0.0349004396
503	0.03475004298
504	0.03460249282
505	0.03442167326
506	0.03421954526
507	0.03404581638
508	0.03385088462
509	0.03369216701
510	0.03352987493
511	0.03339402002
512	0.03321480933
513	0.03308280188
514	0.03291522456
515	0.03276522833
516	0.03262786647
517	0.0324689705
518	0.03231582569
519	0.03218076793
520	0.03206021549
521	0.03192957667
522	0.03179146861
523	0.03164010012
524	0.03151566382
525	0.03138698694
526	0.03123530177
527	0.03112303756
528	0.03097708899
529	0.03085330788
530	0.0306866624
531	0.03053613109
532	0.03038584367
533	0.03026478527
534	0.03017698717
535	0.03007560832
536	0.02991250817
537	0.02976963174
538	0.02964789267
539	0.02950687991
540	0.0293874231
541	0.02927723914
542	0.02918160417
543	0.02908823144
544	0.0289850963
545	0.02885655774
546	0.02874910376
547	0.02864763027
548	0.02853494564
549	0.02839654821
550	0.02828029458
551	0.0281730044
552	0.02806822762
553	0.02796272103
554	0.02788267063
555	0.02777258676
556	0.02763494826
557	0.02752210712
558	0.02739713574
559	0.02728498983
560	0.02717171735
561	0.02703673785
562	0.02689619283
563	0.02680350078
564	0.02670163599
565	0.02657829896
566	0.02648914497
567	0.02637614913
568	0.02626377754
569	0.02616829363
570	0.02606739707
571	0.02595216627
572	0.02585474043
573	0.02578837635
574	0.02569622666
575	0.02559359019
576	0.02548330067
577	0.02538108826
578	0.02526456891
579	0.02516344849
580	0.02505233998
581	0.02496549373
582	0.02486200551
583	0.02478697464
584	0.02467932956
585	0.02458183638
586	0.0245114392
587	0.02442588515
588	0.02433542077
589	0.0242365626
590	0.02413839238
591	0.02403105488
592	0.02394599951
593	0.02385954638
594	0.02376503617
595	0.02366299302
596	0.02356595119
597	0.02348980285
598	0.02338761774
599	0.02328820265
600	0.02319298082
601	0.02310328083
602	0.02301182456
603	0.02291653538
604	0.02280310274
605	0.02272696895
606	0.02263686493
607	0.02255374967
608	0.02247678597
609	0.02239207821
610	0.02232103311
611	0.02224188361
612	0.02216317817
613	0.02209021663
614	0.02198990247
615	0.0219346931
616	0.02186703864
617	0.02180022684
618	0.02171317312
619	0.02163231282
620	0.02155633737
621	0.02149996867
622	0.02143854039
623	0.02137499183
624	0.02129149619
625	0.0212058111
626	0.02114473408
627	0.02107784402
628	0.02100391242
629	0.02093077434
630	0.02085407454
631	0.02076447283
632	0.02068698861
633	0.02060848338
634	0.0205282983
635	0.02045539317
636	0.02038585867
637	0.0203325439
638	0.02027455905
639	0.02019187876
640	0.02011514984
641	0.02005368153
642	0.01997844499
643	0.01991724422
644	0.01984538559
645	0.01979346312
646	0.01973170179
647	0.01964453704
648	0.0195743346
649	0.01950681847
650	0.01943425368
651	0.01936876683
652	0.01929964
653	0.01923260616
654	0.01917793915
655	0.0191148292
656	0.01904837412
657	0.01898565365
658	0.01890163385
659	0.0188362653
660	0.01876825231
661	0.01869946764
662	0.01864407445
663	0.01857914269
664	0.01852976275
665	0.0184542787
666	0.01838128439
667	0.01831701512
668	0.01825301884
669	0.01820681113
670	0.01813258652
671	0.01808614039
672	0.01802711632
673	0.01796324016
674	0.01790708076
675	0.01784851897
676	0.01779715341
677	0.01773775261
678	0.01766789596
679	0.01761107408
680	0.01756933445
681	0.01750692884
682	0.01744591189
683	0.01738594507
684	0.01733454311
685	0.01727603228
686	0.01721668789
687	0.01716322935
688	0.01710776882
689	0.01706189236
690	0.01701641993
691	0.01696599713
692	0.01691762364
693	0.01685761859
694	0.01679807401
695	0.01673754117
696	0.01669230352
697	0.01663131568
698	0.01658457836
699	0.0165307085
700	0.01647482392
701	0.01642697094
702	0.01638224471
703	0.01633954594
704	0.0162763996
705	0.01623203918
706	0.01616946432
707	0.01612388269
708	0.01606964701
709	0.01601655975
710	0.0159768585
711	0.01593280385
712	0.01588875283
713	0.01583786957
714	0.01578970902
715	0.01574341031
716	0.01569108927
717	0.01565286403
718	0.01560719687
719	0.01555447542
720	0.01551434466
721	0.01547750808
722	0.01543947395
723	0.0153999911
724	0.01536137275
725	0.01530756841
726	0.01526210417
727	0.01522854175
728	0.01516651288
729	0.01510986299
730	0.01508229561
731	0.01503227412
732	0.01498851157
733	0.01495221007
734	0.01490647283
735	0.01487118779
736	0.01482528039
737	0.01477816269
738	0.01474015585
739	0.01468636425
740	0.01465216666
741	0.014613966
742	0.01457454958
743	0.01452669297
744	0.01447451206
745	0.01443941903
746	0.01438147785
747	0.01434085569
748	0.01430603748
749	0.01426959766
750	0.01422670233
751	0.01418729775
752	0.01415046845
753	0.01411309042
754	0.01406425374
755	0.01402591931
756	0.01398951043
757	0.01395137073
758	0.01391960737
759	0.01389008715
760	0.01385642372
761	0.01381280768
762	0.01377806955
763	0.01373668299
764	0.0136986343
765	0.01366958545
766	0.01362688396
767	0.01358148251
768	0.01355159556
769	0.01351374615
770	0.01347951125
771	0.01344986362
772	0.01341916587
773	0.01338790391
774	0.01336162509
775	0.01332570032
776	0.01330285036
777	0.01327076577
778	0.0132326825
779	0.013198221
780	0.01316249826
781	0.01312777104
782	0.01308759933
783	0.01304858513
784	0.01300047281
785	0.01296748278
786	0.01293261361
787	0.01291052258
788	0.01288333376
789	0.01286082231
790	0.01283299377
791	0.01279627367
792	0.01276427644
793	0.01273374976
794	0.01269397299
795	0.01265611266
796	0.01262416548
797	0.012598409
798	0.01256362445
799	0.01253135605
800	0.01250583343
801	0.01247467521
802	0.01244608865
803	0.01241733828
804	0.01237686809
805	0.01234154847
806	0.01230583664
807	0.01227287664
808	0.01224371677
809	0.01221719225
810	0.01218054495
811	0.01214377753
812	0.01210962907
813	0.01207533774
814	0.01204434606
815	0.01202094373
816	0.01199111229
817	0.01196483983
818	0.01193547795
819	0.01191274628
820	0.01188503149
821	0.01185396245
822	0.01182750982
823	0.01179744451
824	0.01176579672
825	0.01173692714
826	0.01170002868
827	0.01166673835
828	0.01163397855
829	0.01160178476
830	0.01157198607
831	0.01154200903
832	0.0115075348
833	0.01146908025
834	0.01144378422
835	0.01141739984
836	0.01138775221
837	0.01136634186
838	0.01134387045
839	0.01131931607
840	0.0112884445
841	0.01126110281
842	0.01123225416
843	0.01120376314
844	0.01118159931
845	0.01114529144
846	0.01112580936
847	0.0110988171
848	0.01106952802
849	0.01104627766
850	0.01102131196
851	0.01099449624
852	0.01096951052
853	0.01093721208
854	0.01091742516
855	0.01089802862
856	0.01087289366
857	0.01084241248
858	0.01081471498
859	0.01079949532
860	0.01077963469
861	0.01075367345
862	0.01073696595
863	0.01071504509
864	0.01069178199
865	0.01066514827
866	0.01064446136
867	0.01062055398
868	0.01059499952
869	0.01057238979
870	0.01054823854
871	0.01052084952
872	0.01049898963
873	0.01047388197
874	0.01045224594
875	0.01043081466
876	0.01040720394
877	0.01037984222
878	0.01035735898
879	0.01033439709
880	0.01031537729
881	0.01029414621
882	0.01026361771
883	0.01023894503
884	0.01021693135
885	0.01019285198
886	0.01016537379
887	0.01013840883
888	0.01011323292
889	0.01009236947
890	0.01006562109
891	0.01004690614
892	0.01002242183
893	0.01000209437
894	0.009974809093
895	0.009948970707
896	0.009921384222
897	0.009899057505
898	0.009877795481
899	0.009863334758
900	0.009832287563
901	0.009807484751
902	0.009783979591
903	0.009761546404
904	0.009741733092
905	0.009716875681
906	0.009694310545
907	0.009674049516
908	0.009648947315
909	0.009632523733
910	0.009609839388
911	0.009586632707
912	0.009564157661
913	0.009541061998
914	0.009523855821
915	0.009501034977
916	0.009477960244
917	0.009460896026
918	0.009440587677
919	0.009423572599
920	0.009401860128
921	0.009384147993
922	0.009365236486
923	0.009337947569
924	0.009310007095
925	0.009287098892
926	0.0092655575
927	0.009246311115
928	0.009226903661
929	0.00920688833
930	0.009183789938
931	0.009163424259
932	0.009146169852
933	0.009126162711
934	0.009107102875
935	0.0090911625
936	0.009072148163
937	0.009048219856
938	0.009028052556
939	0.009006538464
940	0.008982480027
941	0.008964600454
942	0.008943190101
943	0.008924437843
944	0.008908947006
945	0.00889312948
946	0.00887793621
947	0.008864375471
948	0.008840666472
949	0.008822495701
950	0.008800955219
951	0.008785888439
952	0.00876726449
953	0.008749292097
954	0.008734727634
955	0.008720459829
956	0.008702436476
957	0.008682198197
958	0.008664340463
959	0.00864302202
960	0.008624522741
961	0.008604078802
962	0.008589181281
963	0.008568667273
964	0.008550907819
965	0.008524903814
966	0.008508107134
967	0.008486194465
968	0.008469727203
969	0.008455851606
970	0.008436785399
971	0.008420040589
972	0.008405959333
973	0.008388278139
974	0.008372218554
975	0.008356855116
976	0.008343538255
977	0.008317916448
978	0.008302137142
979	0.008291652184
980	0.008269006059
981	0.008256482714
982	0.008233806559
983	0.008218410361
984	0.008205905215
985	0.00819177755
986	0.008173646818
987	0.008157161356
988	0.008142007216
989	0.008130142707
990	0.008113020249
991	0.008095440064
992	0.00807590157
993	0.008060579082
994	0.008048093956
995	0.008028618252
996	0.008011000757
997	0.007997653867
998	0.007982813675
999	0.007967819694
1000	0.007953906787
1001	0.007940536237
1002	0.007926334862
1003	0.00791491989
1004	0.00789973845
1005	0.007887731072
1006	0.007873425047
1007	0.007856773056
1008	0.007842611721
1009	0.007825434663
1010	0.007806526796
1011	0.00779228811
1012	0.007774955444
1013	0.007758893129
1014	0.007744989322
1015	0.007730129111
1016	0.007715427239
1017	0.007702731904
1018	0.007686332892
1019	0.007670623656
1020	0.007651799508
1021	0.007637677302
1022	0.007618857704
1023	0.007606554577
1024	0.007592525191
1025	0.007580470493
1026	0.007569072356
1027	0.007556225507
1028	0.007544798705
1029	0.007531804893
1030	0.007514438556
1031	0.00750296853
1032	0.007487177849
1033	0.007474049812
1034	0.007459885746
1035	0.007444448143
1036	0.007430282258
1037	0.007414522062
1038	0.007401015467
1039	0.007390681114
1040	0.007375237596
1041	0.007362314308
1042	0.00735113912
1043	0.007334922106
1044	0.007319241535
1045	0.007309757571
1046	0.007292308425
1047	0.007282463194
1048	0.007269378382
1049	0.007257518878
1050	0.007242335618
1051	0.007229942402
1052	0.007216681961
1053	0.00719998174
1054	0.007188422079
1055	0.007175489236
1056	0.007166926187
1057	0.007152513693
1058	0.007142732162
1059	0.007128954389
1060	0.007110756772
1061	0.007095782811
1062	0.00708419767
1063	0.007068636763
1064	0.007057897007
1065	0.007048473103
1066	0.007039635236
1067	0.007028426833
1068	0.007015045363
1069	0.007004636845
1070	0.006990011867
1071	0.006978901288
1072	0.006963649779
1073	0.006955777416
1074	0.006945542707
1075	0.006932851012
1076	0.006917619523
1077	0.006904163888
1078	0.006892709787
1079	0.006884432021
1080	0.00687279046
1081	0.006858934883
1082	0.006848359381
1083	0.006835931585
1084	0.006821433096
1085	0.006809195489
1086	0.006795920488
1087	0.006782396149
1088	0.006771716453
1089	0.006759982073
1090	0.006748042944
1091	0.006734180086
1092	0.006724724788
1093	0.00671003429
1094	0.006700176319
1095	0.006690448477
1096	0.006678634927
1097	0.006664798005
1098	0.006654237063
1099	0.006643963679
1100	0.006629934748
1101	0.006618333682
1102	0.006607315923
1103	0.006592764199
1104	0.006583616479
1105	0.00657088429
1106	0.006560460757
1107	0.006548527543
1108	0.006535873613
1109	0.006525322681
1110	0.006513358982
1111	0.006507071375
1112	0.006498984708
1113	0.006486523242
1114	0.006475633792
1115	0.006466180314
1116	0.00645331117
1117	0.006442198317
1118	0.006434717251
1119	0.00642308752
1120	0.006411440045
1121	0.00640308129
1122	0.006393742925
1123	0.00638115042
1124	0.006365251905
1125	0.006354703248
1126	0.006343715518
1127	0.006332098073
1128	0.006323074566
1129	0.006310968909
1130	0.006297659783
1131	0.006288850125
1132	0.006278018915
1133	0.006266380084
1134	0.006258424912
1135	0.006250824182
1136	0.006237809895
1137	0.006227235758
1138	0.006219590893
1139	0.006208534914
1140	0.006193865802
1141	0.006183130141
1142	0.006175241398
1143	0.006161891777
1144	0.006152119345
1145	0.006144601425
1146	0.006133955399
1147	0.006125843252
1148	0.006116579507
1149	0.006104704078
1150	0.006093737278
1151	0.006083545794
1152	0.006074012236
1153	0.006063679702
1154	0.006051988547
1155	0.006044550706
1156	0.006034332377
1157	0.006025488595
1158	0.006011791357
1159	0.006002550817
1160	0.005995646688
1161	0.005988202022
1162	0.005979669913
1163	0.005971937689
1164	0.005963818718
1165	0.005952234032
1166	0.005938759287
1167	0.005930817764
1168	0.005924028295
1169	0.005916343845
1170	0.005905349746
1171	0.005896383114
1172	0.005889135463
1173	0.005879624199
1174	0.005871686772
1175	0.005863309817
1176	0.005853028243
1177	0.005841254278
1178	0.005833886962
1179	0.005827287226
1180	0.005817745933
1181	0.005810178873
1182	0.00580056569
1183	0.005789697625
1184	0.005781590939
1185	0.005770207361
1186	0.005764239617
1187	0.005753475746
1188	0.005743479911
1189	0.005737515351
1190	0.005729352245
1191	0.005722758879
1192	0.005715323768
1193	0.005704532143
1194	0.005693015706
1195	0.005683085846
1196	0.005674084179
1197	0.005664507396
1198	0.005655741419
1199	0.00564802239
1200	0.005637653911
1201	0.005630582799
1202	0.005622628081
1203	0.005614883572
1204	0.005606757321
1205	0.005595309134
1206	0.005585403843
1207	0.005576301167
1208	0.005567062447
1209	0.00555811174
1210	0.005547993056
1211	0.0055405129
1212	0.005531034397
1213	0.005522237479
1214	0.005513019234
1215	0.00550451761
1216	0.005497030629
1217	0.005490784882
1218	0.005482453881
1219	0.005472518561
1220	0.005465315498
1221	0.005457941812
1222	0.005449087565
1223	0.005440941294
1224	0.005432471064
1225	0.005426718988
1226	0.005420135178
1227	0.005411566669
1228	0.005403200179
1229	0.005397631012
1230	0.005390894322
1231	0.005385487589
1232	0.005374218671
1233	0.005365564623
1234	0.005359793892
1235	0.005353332476
1236	0.005346067079
1237	0.005338432225
1238	0.005330518912
1239	0.005322248426
1240	0.005315449857
1241	0.005307170271
1242	0.005298857016
1243	0.00529216537
1244	0.00528557701
1245	0.0052779144
1246	0.005271034386
1247	0.005264876908
1248	0.005256904901
1249	0.005248787749
1250	0.005242164808
1251	0.005233143577
1252	0.005226330448
1253	0.005220466898
1254	0.005213687438
1255	0.005206275532
1256	0.005198629758
1257	0.005190918009
1258	0.005182921431
1259	0.00517564739
1260	0.005167881496
1261	0.005161645303
1262	0.005155105172
1263	0.005144931888
1264	0.005137541822
1265	0.005127343058
1266	0.005119553959
1267	0.005109497154
1268	0.005101725345
1269	0.005093915772
1270	0.005086290927
1271	0.005080308623
1272	0.005074471008
1273	0.005068129711
1274	0.00506153589
1275	0.005053270409
1276	0.005045001288
1277	0.005038577637
1278	0.005028820675
1279	0.005021827822
1280	0.00501535048
1281	0.005008748469
1282	0.005000984396
1283	0.004993814093
1284	0.004988289516
1285	0.004981183824
1286	0.004975509098
1287	0.004966066994
1288	0.004959626962
1289	0.004951345102
1290	0.004943914086
1291	0.004938430459
1292	0.004932246135
1293	0.004926578689
1294	0.004919778755
1295	0.004910019063
1296	0.004902617622
1297	0.004896416919
1298	0.004889823098
1299	0.004883703385
1300	0.004877024934
1301	0.004871655511
1302	0.004863157527
1303	0.004855822971
1304	0.004851128309
1305	0.004844413914
1306	0.004838832462
1307	0.004828745627
1308	0.004821001118
1309	0.004815441962
1310	0.004809951964
1311	0.004804259948
1312	0.004799242238
1313	0.00479298739
1314	0.00478716752
1315	0.004780247921
1316	0.004773218668
1317	0.004766501543
1318	0.004759847663
1319	0.004752603196
1320	0.004747751105
1321	0.004740914316
1322	0.004735471183
1323	0.004729595348
1324	0.004724751902
1325	0.004717633924
1326	0.004712588004
1327	0.004704469033
1328	0.004697602214
1329	0.00469240205
1330	0.004684071504
1331	0.004677839407
1332	0.004671538149
1333	0.004662682992
1334	0.004657583382
1335	0.004650265661
1336	0.004645754363
1337	0.00463870236
1338	0.004634687009
1339	0.004629908172
1340	0.004621273689
1341	0.004615808261
1342	0.004610274584
1343	0.004603778133
1344	0.004593226291
1345	0.00458754201
1346	0.004583416094
1347	0.004576011468
1348	0.004568485813
1349	0.00456060708
1350	0.004552897151
1351	0.004547901281
1352	0.004543308993
1353	0.004535712359
1354	0.004529512566
1355	0.004524790149
1356	0.004518808299
1357	0.004513898424
1358	0.004507588521
1359	0.004501980225
1360	0.004497134959
1361	0.004492127258
1362	0.004486940289
1363	0.004481910294
1364	0.004473000082
1365	0.004466885829
1366	0.004461360342
1367	0.004455312973
1368	0.004449818881
1369	0.004444322968
1370	0.004437686833
1371	0.004431567119
1372	0.004425003328
1373	0.00441975994
1374	0.004415267296
1375	0.004408076974
1376	0.004402732576
1377	0.004396677472
1378	0.004388942973
1379	0.004382139399
1380	0.004376656227
1381	0.0043727842
1382	0.004367776044
1383	0.004361553502
1384	0.004356973044
1385	0.004349321354
1386	0.004344324119
1387	0.004339254539
1388	0.004332910057
1389	0.00432738002
1390	0.004322871907
1391	0.004317896057
1392	0.004312132606
1393	0.004307506649
1394	0.004302017106
1395	0.004296282776
1396	0.004292683747
1397	0.004286719643
1398	0.004280892037
1399	0.004275571754
1400	0.004269914773
1401	0.004266647892
1402	0.004259599074
1403	0.004253767374
1404	0.004249882152
1405	0.004244022697
1406	0.004239520044
1407	0.004232066278
1408	0.004227104988
1409	0.004221544011
1410	0.004217324366
1411	0.004212765293
1412	0.004208969706
1413	0.004202968292
1414	0.004197768583
1415	0.004192811387
1416	0.004187290905
1417	0.004182169456
1418	0.004174148763
1419	0.004168268378
1420	0.00416295674
1421	0.004158957314
1422	0.004154240812
1423	0.004149415111
1424	0.004144480665
1425	0.004138764989
1426	0.004135214645
1427	0.004128523
1428	0.004123087148
1429	0.004117098018
1430	0.004113676439
1431	0.00410932894
1432	0.004105823641
1433	0.004101152638
1434	0.004095411938
1435	0.004090490232
1436	0.004085999409
1437	0.00407903886
1438	0.004074489797
1439	0.004068455168
1440	0.004063439733
1441	0.004059844345
1442	0.004055818529
1443	0.004051092017
1444	0.004046666713
1445	0.004042296009
1446	0.004038642381
1447	0.004033426747
1448	0.004030067957
1449	0.004025480674
1450	0.004021033076
1451	0.004016018551
1452	0.004012779425
1453	0.00400861893
1454	0.00400437972
1455	0.00400022878
1456	0.003996741681
1457	0.003992270877
1458	0.003986067444
1459	0.003982145823
1460	0.003978027187
1461	0.003973830292
1462	0.003969732132
1463	0.003966017534
1464	0.00396075185
1465	0.003957628294
1466	0.003953602478
1467	0.003947095107
1468	0.003942063747
1469	0.003938000621
1470	0.003934341533
1471	0.003930149643
1472	0.003925255237
1473	0.003921856407
1474	0.003918119969
1475	0.003913425307
1476	0.003908892624
1477	0.003903040449
1478	0.003899371351
1479	0.003895031587
1480	0.003890036627
1481	0.003887202904
1482	0.003883406861
1483	0.003879187671
1484	0.003874803317
1485	0.003870352534
1486	0.003866545117
1487	0.003863184507
1488	0.003858216846
1489	0.003852674979
1490	0.003848686928
1491	0.003842632279
1492	0.003837726953
1493	0.003834287629
1494	0.003830216313
1495	0.003824614387
1496	0.003819596676
1497	0.003813845966
1498	0.003808603714
1499	0.00380424393
