iter	Logloss
254	0.1392746061
255	0.138293508
256	0.1372902831
257	0.1361219664
258	0.1350263242
259	0.1340933182
260	0.1329521429
261	0.1319710666
262	0.130841558
263	0.1298639952
264	0.1287640825
265	0.1277793919
266	0.126928912
267	0.125981309
268	0.1248789842
269	0.1240822269
270	0.1229460571
271	0.12187602
272	0.1209736283
273	0.1199277508
274	0.1187921202
275	0.1176476928
276	0.1166281125
277	0.1154746669
278	0.1144785355
279	0.1137160174
280	0.1126799146
281	0.1118151874
282	0.1107957845
283	0.1100174381
284	0.1092605546
285	0.1083631839
286	0.1074135085
287	0.1064007845
288	0.1055283704
289	0.1047568269
290	0.1040758581
291	0.1034480222
292	0.1027381623
293	0.1019982381
294	0.1011866568
295	0.1004605091
296	0.09932105489
297	0.09860319881
298	0.09787339306
299	0.09701732504
300	0.09625139949
301	0.09568797874
302	0.09487417801
303	0.09426028943
304	0.09351386886
305	0.09278296169
306	0.09212740694
307	0.09134285397
308	0.09060351634
309	0.08989383733
310	0.08920095772
311	0.08859486693
312	0.08799668646
313	0.08728119473
314	0.08654171785
315	0.08587567308
316	0.08523092974
317	0.08465337996
318	0.08409377351
319	0.0835049294
320	0.08298915594
321	0.08247193294
322	0.08181664859
323	0.08119695215
324	0.0806691173
325	0.08011486049
326	0.07931121015
327	0.07862891851
328	0.07802731841
329	0.07756453095
330	0.07697534156
331	0.07631620486
332	0.07577281006
333	0.07520351021
334	0.07462266062
335	0.07404295415
336	0.07356163601
337	0.0729895229
338	0.07250364325
339	0.07180166852
340	0.07118130216
341	0.07070487424
342	0.07018854541
343	0.06966967251
344	0.06903210034
345	0.06857167561
346	0.06806756078
347	0.06761628015
348	0.06722089512
349	0.06682866539
350	0.06629738783
351	0.06579497715
352	0.0653000477
353	0.06481878057
354	0.06428138914
355	0.06385394835
356	0.06339406927
357	0.06298612374
358	0.06248057476
359	0.06204495649
360	0.06150969382
361	0.06107680381
362	0.06066736786
363	0.06035444692
364	0.06000184972
365	0.05949719693
366	0.05906116214
367	0.0586304527
368	0.05810129137
369	0.05768865519
370	0.05729149153
371	0.0568810671
372	0.05648654588
373	0.05609197892
374	0.05573161025
375	0.05528385247
376	0.05491574066
377	0.05445845139
378	0.05408737939
379	0.05369368514
380	0.05330832179
381	0.05296527145
382	0.05251407097
383	0.05223449463
384	0.05190269166
385	0.05158931695
386	0.05118841348
387	0.05083580535
388	0.05047793299
389	0.05026401041
390	0.0499679261
391	0.04965063712
392	0.04936542576
393	0.04898525215
394	0.04872786979
395	0.04845135928
396	0.04817686988
397	0.04785300961
398	0.04753298225
399	0.04724506166
400	0.04694345852
401	0.04661890849
402	0.04635949451
403	0.04606548959
404	0.04571753123
405	0.04544114136
406	0.0451009144
407	0.04480101661
408	0.0444869477
409	0.04421857217
410	0.04398555505
411	0.04372650699
412	0.04342612063
413	0.04312804356
414	0.04282589558
415	0.0426008248
416	0.04230755821
417	0.04208275053
418	0.04185610433
419	0.04158892939
420	0.04134407189
421	0.04108018705
422	0.04076666824
423	0.04051416475
424	0.04031515486
425	0.04006968937
426	0.03977644464
427	0.03958108874
428	0.03937740196
429	0.03917757198
430	0.03894605499
431	0.03867970905
432	0.03847127778
433	0.03822856727
434	0.03797526594
435	0.03771275818
436	0.03752865694
437	0.03731758485
438	0.0371306238
439	0.03688769106
440	0.03670878281
441	0.03652478843
442	0.03632392138
443	0.03610751382
444	0.03595124157
445	0.03578292858
446	0.03559833795
447	0.03537733486
448	0.0351321341
449	0.03490298551
450	0.03472117981
451	0.03448773159
452	0.03428823596
453	0.03407205669
454	0.03390682735
455	0.03372859226
456	0.03352312807
457	0.03335380473
458	0.03315414071
459	0.03294794183
460	0.03274634131
461	0.03255862736
462	0.03238060681
463	0.03219874201
464	0.0319943254
465	0.03179756733
466	0.0316155904
467	0.03147915588
468	0.0313398915
469	0.03114633123
470	0.03100171113
471	0.03082531377
472	0.03065820339
473	0.03048300095
474	0.03036052262
475	0.03021013271
476	0.03006308269
477	0.02994749825
478	0.02982374161
479	0.02966232332
480	0.02951017827
481	0.02937809478
482	0.02924003382
483	0.02909399374
484	0.02895249454
485	0.02878692316
486	0.02863069544
487	0.02847025269
488	0.02830999938
489	0.02818505388
490	0.02804365425
491	0.0278864255
492	0.02773799151
493	0.0275587813
494	0.02740069642
495	0.02727406134
496	0.02713141498
497	0.02701020362
498	0.02685594599
499	0.0267179583
500	0.02657896918
501	0.02642680874
502	0.02627322386
503	0.02613617771
504	0.02597473311
505	0.02585314976
506	0.02574266116
507	0.02560570487
508	0.02548357222
509	0.02533698487
510	0.02521541325
511	0.02508738207
512	0.02496762794
513	0.02484921284
514	0.02472779585
515	0.02457038696
516	0.02445555583
517	0.02432680454
518	0.02420453669
519	0.02406987715
520	0.0239480829
521	0.02384008657
522	0.02372736882
523	0.02360424931
524	0.02348490522
525	0.02336608493
526	0.0232381675
527	0.02311207483
528	0.02302709986
529	0.02293386443
530	0.02282408624
531	0.02272496685
532	0.02258482327
533	0.02247768792
534	0.0223778383
535	0.02226069261
536	0.02213017524
537	0.02204163087
538	0.02194851526
539	0.021856174
540	0.02173168388
541	0.02162271242
542	0.02152935394
543	0.02142243515
544	0.02133134225
545	0.02123641603
546	0.02114436096
547	0.02104470119
548	0.02093685301
549	0.02085598094
550	0.02075795974
551	0.02067313575
552	0.02058589641
553	0.02046372004
554	0.02035880048
555	0.02027591501
556	0.0201859118
557	0.02011028899
558	0.0200139946
559	0.01992706775
560	0.01984010285
561	0.01975381152
562	0.01967010109
563	0.01958750626
564	0.01950911391
565	0.01942706796
566	0.01935511574
567	0.01926104686
568	0.01918043224
569	0.01907404898
570	0.0190020579
571	0.01893420778
572	0.01884266071
573	0.01873993428
574	0.01867023348
575	0.01859873543
576	0.01851983629
577	0.01842306182
578	0.0183315018
579	0.01826267858
580	0.01818419393
581	0.01808797321
582	0.0180282018
583	0.01794563449
584	0.01787985849
585	0.01780816695
586	0.01772487589
587	0.0176658598
588	0.01758378147
589	0.01749891579
590	0.01741752155
591	0.0173404917
592	0.01726987447
593	0.01720580261
594	0.01713453448
595	0.01707227121
596	0.01701484431
597	0.0169388661
598	0.01686221756
599	0.01680362245
